"COD. IBGE";"UF";"NOME DA CIDADE"
4114005;"PR";"MAMBORE"
4114104;"PR";"MANDAGUACU"
4114203;"PR";"MANDAGUARI"
4114302;"PR";"MANDIRITUBA"
4114351;"PR";"MANFRINOPOLIS"
4114401;"PR";"MANGUEIRINHA"
4114500;"PR";"MANOEL RIBAS"
4114609;"PR";"MARECHAL CANDIDO RONDON"
4114708;"PR";"MARIA HELENA"
4114807;"PR";"MARIALVA"
4114906;"PR";"MARILANDIA DO SUL"
4115002;"PR";"MARILENA"
4115101;"PR";"MARILUZ"
4115200;"PR";"MARINGA"
4115309;"PR";"MARIOPOLIS"
4115358;"PR";"MARIPA"
4115408;"PR";"MARMELEIRO"
4115457;"PR";"MARQUINHO"
4115507;"PR";"MARUMBI"
4115606;"PR";"MATELANDIA"
4115705;"PR";"MATINHOS"
4115739;"PR";"MATO RICO"
4115754;"PR";"MAUA DA SERRA"
4115804;"PR";"MEDIANEIRA"
4115853;"PR";"MERCEDES"
4115903;"PR";"MIRADOR"
4116000;"PR";"MIRASELVA"
4116059;"PR";"MISSAL"
4116109;"PR";"MOREIRA SALES"
4116208;"PR";"MORRETES"
4116307;"PR";"MUNHOZ DE MELO"
4116406;"PR";"NOSSA SENHORA DAS GRACAS"
4116505;"PR";"NOVA ALIANCA DO IVAI"
4116604;"PR";"NOVA AMERICA DA COLINA"
4116703;"PR";"NOVA AURORA"
4116802;"PR";"NOVA CANTU"
4116901;"PR";"NOVA ESPERANCA"
4116950;"PR";"NOVA ESPERANCA DO SUDOESTE"
4117008;"PR";"NOVA FATIMA"
4117057;"PR";"NOVA LARANJEIRAS"
4117107;"PR";"NOVA LONDRINA"
4117206;"PR";"NOVA OLIMPIA"
4117214;"PR";"NOVA SANTA BARBARA"
4117222;"PR";"NOVA SANTA ROSA"
4117255;"PR";"NOVA PRATA DO IGUACU"
4117271;"PR";"NOVA TEBAS"
4117297;"PR";"NOVO ITACOLOMI"
4117305;"PR";"ORTIGUEIRA"
4117404;"PR";"OURIZONA"
4117453;"PR";"OURO VERDE DO OESTE"
4117503;"PR";"PAICANDU"
4117602;"PR";"PALMAS"
4117701;"PR";"PALMEIRA"
4117800;"PR";"PALMITAL"
4117909;"PR";"PALOTINA"
4118006;"PR";"PARAISO DO NORTE"
4118105;"PR";"PARANACITY"
4118204;"PR";"PARANAGUA"
4118303;"PR";"PARANAPOEMA"
4118402;"PR";"PARANAVAI"
4118451;"PR";"PATO BRAGADO"
4118501;"PR";"PATO BRANCO"
4118600;"PR";"PAULA FREITAS"
4118709;"PR";"PAULO FRONTIN"
4118808;"PR";"PEABIRU"
4118857;"PR";"PEROBAL"
4118907;"PR";"PEROLA"
4119004;"PR";"PEROLA D OESTE"
4119103;"PR";"PIEN"
4119152;"PR";"PINHAIS"
4119202;"PR";"PINHALAO"
4119251;"PR";"PINHAL DE SAO BENTO"
4119301;"PR";"PINHAO"
4119400;"PR";"PIRAI DO SUL"
4119509;"PR";"PIRAQUARA"
4119608;"PR";"PITANGA"
4119657;"PR";"PITANGUEIRAS"
4119707;"PR";"PLANALTINA DO PARANA"
4119806;"PR";"PLANALTO"
4119905;"PR";"PONTA GROSSA"
4119954;"PR";"PONTAL DO PARANA"
4120002;"PR";"PORECATU"
4120101;"PR";"PORTO AMAZONAS"
4120150;"PR";"PORTO BARREIRO"
4120200;"PR";"PORTO RICO"
4120309;"PR";"PORTO VITORIA"
4120333;"PR";"PRADO FERREIRA"
4120358;"PR";"PRANCHITA"
4120408;"PR";"PRESIDENTE CASTELO BRANCO"
4120507;"PR";"PRIMEIRO DE MAIO"
4120606;"PR";"PRUDENTOPOLIS"
4120655;"PR";"QUARTO CENTENARIO"
4120705;"PR";"QUATIGUA"
4120804;"PR";"QUATRO BARRAS"
4120853;"PR";"QUATRO PONTES"
4120903;"PR";"QUEDAS DO IGUACU"
4121000;"PR";"QUERENCIA DO NORTE"
4121109;"PR";"QUINTA DO SOL"
4121208;"PR";"QUITANDINHA"
4121257;"PR";"RAMILANDIA"
4121307;"PR";"RANCHO ALEGRE"
4121356;"PR";"RANCHO ALEGRE D OESTE"
4121406;"PR";"REALEZA"
4121505;"PR";"REBOUCAS"
4121604;"PR";"RENASCENCA"
4121703;"PR";"RESERVA"
4121752;"PR";"RESERVA DO IGUACU"
4121802;"PR";"RIBEIRAO CLARO"
4121901;"PR";"RIBEIRAO DO PINHAL"
4122008;"PR";"RIO AZUL"
4122107;"PR";"RIO BOM"
4122156;"PR";"RIO BONITO DO IGUACU"
4122172;"PR";"RIO BRANCO DO IVAI"
4122206;"PR";"RIO BRANCO DO SUL"
4122305;"PR";"RIO NEGRO"
4122404;"PR";"ROLANDIA"
4122503;"PR";"RONCADOR"
4122602;"PR";"RONDON"
4122651;"PR";"ROSARIO DO IVAI"
4122701;"PR";"SABAUDIA"
4122800;"PR";"SALGADO FILHO"
4122909;"PR";"SALTO DO ITARARE"
4123006;"PR";"SALTO DO LONTRA"
4123105;"PR";"SANTA AMELIA"
4123204;"PR";"SANTA CECILIA DO PAVAO"
4123303;"PR";"SANTA CRUZ DE MONTE CASTELO"
4123402;"PR";"SANTA FE"
4123501;"PR";"SANTA HELENA"
4123600;"PR";"SANTA INES"
4123709;"PR";"SANTA ISABEL DO IVAI"
4123808;"PR";"SANTA IZABEL DO OESTE"
4123824;"PR";"SANTA LUCIA"
4123857;"PR";"SANTA MARIA DO OESTE"
4123907;"PR";"SANTA MARIANA"
4123956;"PR";"SANTA MONICA"
4124004;"PR";"SANTANA DO ITARARE"
4124020;"PR";"SANTA TEREZA DO OESTE"
4124053;"PR";"SANTA TEREZINHA DE ITAIPU"
4124103;"PR";"SANTO ANTONIO DA PLATINA"
4124202;"PR";"SANTO ANTONIO DO CAIUA"
4124301;"PR";"SANTO ANTONIO DO PARAISO"
4124400;"PR";"SANTO ANTONIO DO SUDOESTE"
4124509;"PR";"SANTO INACIO"
4124608;"PR";"SAO CARLOS DO IVAI"
4124707;"PR";"SAO JERONIMO DA SERRA"
4124806;"PR";"SAO JOAO"
4124905;"PR";"SAO JOAO DO CAIUA"
4125001;"PR";"SAO JOAO DO IVAI"
4125100;"PR";"SAO JOAO DO TRIUNFO"
4125209;"PR";"SAO JORGE D OESTE"
4125308;"PR";"SAO JORGE DO IVAI"
4125357;"PR";"SAO JORGE DO PATROCINIO"
4125407;"PR";"SAO JOSE DA BOA VISTA"
4125456;"PR";"SAO JOSE DAS PALMEIRAS"
4125506;"PR";"SAO JOSE DOS PINHAIS"
4125555;"PR";"SAO MANOEL DO PARANÁ"
4125605;"PR";"SAO MATEUS DO SUL"
4125704;"PR";"SAO MIGUEL DO IGUACU"
4125753;"PR";"SAO PEDRO DO IGUACU"
4125803;"PR";"SAO PEDRO DO IVAI"
4125902;"PR";"SAO PEDRO DO PARANA"
4126009;"PR";"SAO SEBASTIAO DA AMOREIRA"
4126108;"PR";"SAO TOME"
4126207;"PR";"SAPOPEMA"
4126256;"PR";"SARANDI"
4126272;"PR";"SAUDADE DO IGUACU"
4126306;"PR";"SENGES"
4126355;"PR";"SERRANOPOLIS DO IGUACU"
4126405;"PR";"SERTANEJA"
4126504;"PR";"SERTANOPOLIS"
4126603;"PR";"SIQUEIRA CAMPOS"
4126652;"PR";"SULINA"
4126678;"PR";"TAMARANA"
4126702;"PR";"TAMBOARA"
4126801;"PR";"TAPEJARA"
4126900;"PR";"TAPIRA"
4127007;"PR";"TEIXEIRA SOARES"
4127106;"PR";"TELEMACO BORBA"
4127205;"PR";"TERRA BOA"
4127304;"PR";"TERRA RICA"
4127403;"PR";"TERRA ROXA"
4127502;"PR";"TIBAGI"
4127601;"PR";"TIJUCAS DO SUL"
4127700;"PR";"TOLEDO"
4127809;"PR";"TOMAZINA"
4127858;"PR";"TRES BARRAS DO PARANA"
4127882;"PR";"TUNAS DO PARANA"
4127908;"PR";"TUNEIRAS DO OESTE"
4127957;"PR";"TUPASSI"
4127965;"PR";"TURVO"
4128005;"PR";"UBIRATA"
4128104;"PR";"UMUARAMA"
4128203;"PR";"UNIAO DA VITORIA"
4128302;"PR";"UNIFLOR"
4128401;"PR";"URAI"
4128500;"PR";"WENCESLAU BRAZ"
4128534;"PR";"VENTANIA"
4128559;"PR";"VERA CRUZ DO OESTE"
4128609;"PR";"VERE"
4128633;"PR";"DOUTOR ULYSSES"
4128658;"PR";"VIRMOND"
4128708;"PR";"VITORINO"
4128807;"PR";"XAMBRE"
2600054;"PE";"ABREU E LIMA"
2600104;"PE";"AFOGADOS DA INGAZEIRA"
2600203;"PE";"AFRANIO"
2600302;"PE";"AGRESTINA"
2600401;"PE";"AGUA PRETA"
2600500;"PE";"AGUAS BELAS"
2600609;"PE";"ALAGOINHA"
2600708;"PE";"ALIANCA"
2600807;"PE";"ALTINHO"
2600906;"PE";"AMARAJI"
2601003;"PE";"ANGELIM"
2601052;"PE";"ARACOIABA"
2601102;"PE";"ARARIPINA"
2601201;"PE";"ARCOVERDE"
2601300;"PE";"BARRA DE GUABIRABA"
2601409;"PE";"BARREIROS"
2601508;"PE";"BELEM DE MARIA"
2601607;"PE";"BELEM DO SAO FRANCISCO"
2601706;"PE";"BELO JARDIM"
2601805;"PE";"BETANIA"
2601904;"PE";"BEZERROS"
2602001;"PE";"BODOCO"
2602100;"PE";"BOM CONSELHO"
2602209;"PE";"BOM JARDIM"
2602308;"PE";"BONITO"
2602407;"PE";"BREJAO"
2602506;"PE";"BREJINHO"
2602605;"PE";"BREJO DA MADRE DE DEUS"
2602704;"PE";"BUENOS AIRES"
2602803;"PE";"BUIQUE"
2602902;"PE";"CABO DE SANTO AGOSTINHO"
2603009;"PE";"CABROBO"
2603108;"PE";"CACHOEIRINHA"
2603207;"PE";"CAETES"
2603306;"PE";"CALCADO"
2603405;"PE";"CALUMBI"
2603454;"PE";"CAMARAGIBE"
2603504;"PE";"CAMOCIM DE SAO FELIX"
2603603;"PE";"CAMUTANGA"
2603702;"PE";"CANHOTINHO"
2603801;"PE";"CAPOEIRAS"
2603900;"PE";"CARNAIBA"
2603926;"PE";"CARNAUBEIRAS DA PENHA"
2604007;"PE";"CARPINA"
2604106;"PE";"CARUARU"
2604155;"PE";"CASINHAS"
2604205;"PE";"CATENDE"
2604304;"PE";"CEDRO"
2604403;"PE";"CHA DE ALEGRIA"
2604502;"PE";"CHA GRANDE"
2604601;"PE";"CONDADO"
2604700;"PE";"CORRENTES"
2604809;"PE";"CORTES"
2604908;"PE";"CUMARU"
2605004;"PE";"CUPIRA"
2605103;"PE";"CUSTODIA"
2605152;"PE";"DORMENTES"
2605202;"PE";"ESCADA"
2605301;"PE";"EXU"
2605400;"PE";"FEIRA NOVA"
2605459;"PE";"FERNANDO DE NORONHA"
2605509;"PE";"FERREIROS"
2605608;"PE";"FLORES"
2605707;"PE";"FLORESTA"
2605806;"PE";"FREI MIGUELINHO"
2605905;"PE";"GAMELEIRA"
2606002;"PE";"GARANHUNS"
2606101;"PE";"GLORIA DO GOITA"
2606200;"PE";"GOIANA"
2606309;"PE";"GRANITO"
2606408;"PE";"GRAVATA"
2606507;"PE";"IATI"
2606606;"PE";"IBIMIRIM"
2606705;"PE";"IBIRAJUBA"
2606804;"PE";"IGARASSU"
2606903;"PE";"IGUARACI"
2607604;"PE";"ILHA DE ITAMARACA"
2607000;"PE";"INAJA"
2607109;"PE";"INGAZEIRA"
2607208;"PE";"IPOJUCA"
2607307;"PE";"IPUBI"
2607406;"PE";"ITACURUBA"
2607505;"PE";"ITAIBA"
2607653;"PE";"ITAMBE"
2607703;"PE";"ITAPETIM"
2607752;"PE";"ITAPISSUMA"
2607802;"PE";"ITAQUITINGA"
2607901;"PE";"JABOATAO DOS GUARARAPES"
2607950;"PE";"JAQUEIRA"
2608008;"PE";"JATAUBA"
2608057;"PE";"JATOBA"
2608107;"PE";"JOAO ALFREDO"
2608206;"PE";"JOAQUIM NABUCO"
2608255;"PE";"JUCATI"
2608305;"PE";"JUPI"
2608404;"PE";"JUREMA"
2608453;"PE";"LAGOA DO CARRO"
2608503;"PE";"LAGOA DO ITAENGA"
2608602;"PE";"LAGOA DO OURO"
2608701;"PE";"LAGOA DOS GATOS"
2608750;"PE";"LAGOA GRANDE"
2608800;"PE";"LAJEDO"
2608909;"PE";"LIMOEIRO"
2609006;"PE";"MACAPARANA"
2609105;"PE";"MACHADOS"
2609154;"PE";"MANARI"
2609204;"PE";"MARAIAL"
2609303;"PE";"MIRANDIBA"
2614303;"PE";"MOREILANDIA"
2609402;"PE";"MORENO"
2609501;"PE";"NAZARE DA MATA"
2609600;"PE";"OLINDA"
2609709;"PE";"OROBO"
2609808;"PE";"OROCO"
2609907;"PE";"OURICURI"
2610004;"PE";"PALMARES"
2610103;"PE";"PALMEIRINA"
2610202;"PE";"PANELAS"
2610301;"PE";"PARANATAMA"
2610400;"PE";"PARNAMIRIM"
2610509;"PE";"PASSIRA"
2610608;"PE";"PAUDALHO"
2610707;"PE";"PAULISTA"
2610806;"PE";"PEDRA"
2610905;"PE";"PESQUEIRA"
2611002;"PE";"PETROLANDIA"
2611101;"PE";"PETROLINA"
2611200;"PE";"POCAO"
2611309;"PE";"POMBOS"
2611408;"PE";"PRIMAVERA"
2611507;"PE";"QUIPAPA"
2611533;"PE";"QUIXABA"
2611606;"PE";"RECIFE"
2611705;"PE";"RIACHO DAS ALMAS"
2611804;"PE";"RIBEIRAO"
2611903;"PE";"RIO FORMOSO"
2612000;"PE";"SAIRE"
2612109;"PE";"SALGADINHO"
2612208;"PE";"SALGUEIRO"
2612307;"PE";"SALOA"
2612406;"PE";"SANHARO"
2612455;"PE";"SANTA CRUZ"
2612471;"PE";"SANTA CRUZ DA BAIXA VERDE"
2612505;"PE";"SANTA CRUZ DO CAPIBARIBE"
2612554;"PE";"SANTA FILOMENA"
2612604;"PE";"SANTA MARIA DA BOA VISTA"
2612703;"PE";"SANTA MARIA DO CAMBUCA"
2612802;"PE";"SANTA TEREZINHA"
2612901;"PE";"SAO BENEDITO DO SUL"
2613008;"PE";"SAO BENTO DO UNA"
2613107;"PE";"SAO CAITANO"
2613206;"PE";"SAO JOAO"
2613305;"PE";"SAO JOAQUIM DO MONTE"
2613404;"PE";"SAO JOSE DA COROA GRANDE"
2613503;"PE";"SAO JOSE DO BELMONTE"
2613602;"PE";"SAO JOSE DO EGITO"
2613701;"PE";"SAO LOURENCO DA MATA"
2613800;"PE";"SAO VICENTE FERRER"
2613909;"PE";"SERRA TALHADA"
2614006;"PE";"SERRITA"
2614105;"PE";"SERTANIA"
2614204;"PE";"SIRINHAEM"
2614402;"PE";"SOLIDAO"
2614501;"PE";"SURUBIM"
2614600;"PE";"TABIRA"
2614709;"PE";"TACAIMBO"
2614808;"PE";"TACARATU"
2614857;"PE";"TAMANDARE"
2615003;"PE";"TAQUARITINGA DO NORTE"
2615102;"PE";"TEREZINHA"
2615201;"PE";"TERRA NOVA"
2615300;"PE";"TIMBAUBA"
2615409;"PE";"TORITAMA"
2615508;"PE";"TRACUNHAEM"
2615607;"PE";"TRINDADE"
2615706;"PE";"TRIUNFO"
2615805;"PE";"TUPANATINGA"
2615904;"PE";"TUPARETAMA"
2616001;"PE";"VENTUROSA"
2616100;"PE";"VERDEJANTE"
2616183;"PE";"VERTENTE DO LERIO"
2616209;"PE";"VERTENTES"
2616308;"PE";"VICENCIA"
2616407;"PE";"VITORIA DE SANTO ANTAO"
2616506;"PE";"XEXEU"
2500106;"PB";"AGUA BRANCA"
2500205;"PB";"AGUIAR"
2500304;"PB";"ALAGOA GRANDE"
2500403;"PB";"ALAGOA NOVA"
2500502;"PB";"ALAGOINHA"
2500536;"PB";"ALCANTIL"
2500577;"PB";"ALGODAO DE JANDAIRA"
2500601;"PB";"ALHANDRA"
2500734;"PB";"AMPARO"
2500775;"PB";"APARECIDA"
2500809;"PB";"ARACAGI"
2500908;"PB";"ARARA"
2501005;"PB";"ARARUNA"
2501104;"PB";"AREIA"
2501153;"PB";"AREIA DE BARAUNAS"
2501203;"PB";"AREIAL"
2501302;"PB";"AROEIRAS"
2501351;"PB";"ASSUNCAO"
2501401;"PB";"BAIA DA TRAICAO"
2501500;"PB";"BANANEIRAS"
2501534;"PB";"BARAUNA"
2501575;"PB";"BARRA DE SANTANA"
2501609;"PB";"BARRA DE SANTA ROSA"
2501708;"PB";"BARRA DE SAO MIGUEL"
2501807;"PB";"BAYEUX"
2501906;"PB";"BELEM"
2502003;"PB";"BELEM DO BREJO DO CRUZ"
2502052;"PB";"BERNARDINO BATISTA"
2502102;"PB";"BOA VENTURA"
2502151;"PB";"BOA VISTA"
2502201;"PB";"BOM JESUS"
2502300;"PB";"BOM SUCESSO"
2502409;"PB";"BONITO DE SANTA FE"
2502508;"PB";"BOQUEIRAO"
2502706;"PB";"BORBOREMA"
2502805;"PB";"BREJO DO CRUZ"
2502904;"PB";"BREJO DOS SANTOS"
2503001;"PB";"CAAPORA"
2503100;"PB";"CABACEIRAS"
2503209;"PB";"CABEDELO"
2503308;"PB";"CACHOEIRA DOS INDIOS"
2503407;"PB";"CACIMBA DE AREIA"
2503506;"PB";"CACIMBA DE DENTRO"
2503555;"PB";"CACIMBAS"
2503605;"PB";"CAICARA"
2503704;"PB";"CAJAZEIRAS"
2503753;"PB";"CAJAZEIRINHAS"
2503803;"PB";"CALDAS BRANDAO"
2503902;"PB";"CAMALAU"
2504009;"PB";"CAMPINA GRANDE"
2504033;"PB";"CAPIM"
2504074;"PB";"CARAUBAS"
2504108;"PB";"CARRAPATEIRA"
2504157;"PB";"CASSERENGUE"
2504207;"PB";"CATINGUEIRA"
2504306;"PB";"CATOLE DO ROCHA"
2504355;"PB";"CATURITE"
2504405;"PB";"CONCEICAO"
2504504;"PB";"CONDADO"
2504603;"PB";"CONDE"
2504702;"PB";"CONGO"
2504801;"PB";"COREMAS"
2504850;"PB";"COXIXOLA"
2504900;"PB";"CRUZ DO ESPIRITO SANTO"
2505006;"PB";"CUBATI"
2505105;"PB";"CUITE"
2505238;"PB";"CUITE DE MAMANGUAPE"
2505204;"PB";"CUITEGI"
2505279;"PB";"CURRAL DE CIMA"
2505303;"PB";"CURRAL VELHO"
2505352;"PB";"DAMIAO"
2505402;"PB";"DESTERRO"
2505600;"PB";"DIAMANTE"
2505709;"PB";"DONA INES"
2505808;"PB";"DUAS ESTRADAS"
2505907;"PB";"EMAS"
2506004;"PB";"ESPERANCA"
2506103;"PB";"FAGUNDES"
2506202;"PB";"FREI MARTINHO"
2506251;"PB";"GADO BRAVO"
2506301;"PB";"GUARABIRA"
2506400;"PB";"GURINHEM"
2506509;"PB";"GURJAO"
2506608;"PB";"IBIARA"
2502607;"PB";"IGARACY"
2506707;"PB";"IMACULADA"
2506806;"PB";"INGA"
2506905;"PB";"ITABAIANA"
2507002;"PB";"ITAPORANGA"
2507101;"PB";"ITAPOROROCA"
2507200;"PB";"ITATUBA"
2507309;"PB";"JACARAU"
2507408;"PB";"JERICO"
2507507;"PB";"JOAO PESSOA"
2507606;"PB";"JUAREZ TAVORA"
2507705;"PB";"JUAZEIRINHO"
2507804;"PB";"JUNCO DO SERIDO"
2507903;"PB";"JURIPIRANGA"
2508000;"PB";"JURU"
2508109;"PB";"LAGOA"
2508208;"PB";"LAGOA DE DENTRO"
2508307;"PB";"LAGOA SECA"
2508406;"PB";"LASTRO"
2508505;"PB";"LIVRAMENTO"
2508554;"PB";"LOGRADOURO"
2508604;"PB";"LUCENA"
2508703;"PB";"MAE D AGUA"
2508802;"PB";"MALTA"
2508901;"PB";"MAMANGUAPE"
2509008;"PB";"MANAIRA"
2509057;"PB";"MARCACAO"
2509107;"PB";"MARI"
2509156;"PB";"MARIZOPOLIS"
2509206;"PB";"MASSARANDUBA"
2509305;"PB";"MATARACA"
2509339;"PB";"MATINHAS"
2509370;"PB";"MATO GROSSO"
2509396;"PB";"MATUREIA"
2509404;"PB";"MOGEIRO"
2509503;"PB";"MONTADAS"
2509602;"PB";"MONTE HOREBE"
2509701;"PB";"MONTEIRO"
2509800;"PB";"MULUNGU"
2509909;"PB";"NATUBA"
2510006;"PB";"NAZAREZINHO"
2510105;"PB";"NOVA FLORESTA"
2510204;"PB";"NOVA OLINDA"
2510303;"PB";"NOVA PALMEIRA"
2510402;"PB";"OLHO D AGUA"
2510501;"PB";"OLIVEDOS"
2510600;"PB";"OURO VELHO"
2510659;"PB";"PARARI"
2510709;"PB";"PASSAGEM"
2510808;"PB";"PATOS"
2510907;"PB";"PAULISTA"
2511004;"PB";"PEDRA BRANCA"
2511103;"PB";"PEDRA LAVRADA"
2511202;"PB";"PEDRAS DE FOGO"
2512721;"PB";"PEDRO REGIS"
2511301;"PB";"PIANCO"
2511400;"PB";"PICUI"
2511509;"PB";"PILAR"
2511608;"PB";"PILOES"
2511707;"PB";"PILOEZINHOS"
2511806;"PB";"PIRPIRITUBA"
2511905;"PB";"PITIMBU"
2512002;"PB";"POCINHOS"
2512036;"PB";"POCO DANTAS"
2512077;"PB";"POCO DE JOSE DE MOURA"
2512101;"PB";"POMBAL"
2512200;"PB";"PRATA"
2512309;"PB";"PRINCESA ISABEL"
2512408;"PB";"PUXINANA"
2512507;"PB";"QUEIMADAS"
2512606;"PB";"QUIXABA"
2512705;"PB";"REMIGIO"
2512747;"PB";"RIACHAO"
2512754;"PB";"RIACHAO DO BACAMARTE"
2512762;"PB";"RIACHAO DO POCO"
2512788;"PB";"RIACHO DE SANTO ANTONIO"
2512804;"PB";"RIACHO DOS CAVALOS"
2512903;"PB";"RIO TINTO"
2513000;"PB";"SALGADINHO"
2513109;"PB";"SALGADO DE SAO FELIX"
2513158;"PB";"SANTA CECILIA"
2513208;"PB";"SANTA CRUZ"
2513307;"PB";"SANTA HELENA"
2513356;"PB";"SANTA INES"
2513406;"PB";"SANTA LUZIA"
2513505;"PB";"SANTANA DE MANGUEIRA"
2513604;"PB";"SANTANA DOS GARROTES"
2513653;"PB";"SANTAREM"
2513703;"PB";"SANTA RITA"
2513802;"PB";"SANTA TERESINHA"
2513851;"PB";"SANTO ANDRE"
2513927;"PB";"SAO BENTINHO"
2513901;"PB";"SAO BENTO"
2513968;"PB";"SAO DOMINGOS DE POMBAL"
2513943;"PB";"SAO DOMINGOS DO CARIRI"
2513984;"PB";"SAO FRANCISCO"
2514008;"PB";"SAO JOAO DO CARIRI"
2500700;"PB";"SAO JOAO DO RIO DO PEIXE"
2514107;"PB";"SAO JOAO DO TIGRE"
2514206;"PB";"SAO JOSE DA LAGOA TAPADA"
2514305;"PB";"SAO JOSE DE CAIANA"
2514404;"PB";"SAO JOSE DE ESPINHARAS"
2514503;"PB";"SAO JOSE DE PIRANHAS"
2514552;"PB";"SAO JOSE DE PRINCESA"
2514602;"PB";"SAO JOSE DO BONFIM"
2514651;"PB";"SAO JOSE DO BREJO DO CRUZ"
2514701;"PB";"SAO JOSE DO SABUGI"
2514800;"PB";"SAO JOSE DOS CORDEIROS"
2514453;"PB";"SAO JOSE DOS RAMOS"
2514909;"PB";"SAO MAMEDE"
2515005;"PB";"SAO MIGUEL DE TAIPU"
2515104;"PB";"SAO SEBASTIAO DE LAGOA DE ROCA"
2515203;"PB";"SAO SEBASTIAO DO UMBUZEIRO"
2515302;"PB";"SAPE"
2515401;"PB";"SERIDO"
2515500;"PB";"SERRA BRANCA"
2515609;"PB";"SERRA DA RAIZ"
2515708;"PB";"SERRA GRANDE"
2515807;"PB";"SERRA REDONDA"
2515906;"PB";"SERRARIA"
2515930;"PB";"SERTAOZINHO"
2515971;"PB";"SOBRADO"
2516003;"PB";"SOLANEA"
2516102;"PB";"SOLEDADE"
2516151;"PB";"SOSSEGO"
2516201;"PB";"SOUSA"
2516300;"PB";"SUME"
2516409;"PB";"TACIMA"
2516508;"PB";"TAPEROA"
2516607;"PB";"TAVARES"
2516706;"PB";"TEIXEIRA"
2516755;"PB";"TENORIO"
2516805;"PB";"TRIUNFO"
2516904;"PB";"UIRAUNA"
2517001;"PB";"UMBUZEIRO"
2517100;"PB";"VARZEA"
2517209;"PB";"VIEROPOLIS"
2505501;"PB";"VISTA SERRANA"
2517407;"PB";"ZABELE"
2200053;"PI";"ACAUA"
2200103;"PI";"AGRICOLANDIA"
2200202;"PI";"AGUA BRANCA"
2200251;"PI";"ALAGOINHA DO PIAUÍ"
2200277;"PI";"ALEGRETE DO PIAUÍ"
2200301;"PI";"ALTO LONGA"
2200400;"PI";"ALTOS"
2200459;"PI";"ALVORADA DO GURGUEIA"
2200509;"PI";"AMARANTE"
2200608;"PI";"ANGICAL DO PIAUÍ"
2200707;"PI";"ANISIO DE ABREU"
2200806;"PI";"ANTONIO ALMEIDA"
2200905;"PI";"AROAZES"
2200954;"PI";"AROEIRAS DO ITAIM"
2201002;"PI";"ARRAIAL"
2201051;"PI";"ASSUNÇÃO DO PIAUÍ"
2201101;"PI";"AVELINO LOPES"
2201150;"PI";"BAIXA GRANDE DO RIBEIRO"
2201176;"PI";"BARRA D ALCANTARA"
2201200;"PI";"BARRAS"
2201309;"PI";"BARREIRAS DO PIAUÍ"
2201408;"PI";"BARRO DURO"
2201507;"PI";"BATALHA"
2201556;"PI";"BELA VISTA DO PIAUÍ"
2201572;"PI";"BELEM DO PIAUÍ"
2201606;"PI";"BENEDITINOS"
2201705;"PI";"BERTOLINIA"
2201739;"PI";"BETANIA DO PIAUÍ"
2201770;"PI";"BOA HORA"
2201804;"PI";"BOCAINA"
2201903;"PI";"BOM JESUS"
2201919;"PI";"BOM PRINCIPIO DO PIAUÍ"
2201929;"PI";"BONFIM DO PIAUÍ"
2201945;"PI";"BOQUEIRÃO DO PIAUÍ"
2201960;"PI";"BRASILEIRA"
2201988;"PI";"BREJO DO PIAUÍ"
2202000;"PI";"BURITI DOS LOPES"
2202026;"PI";"BURITI DOS MONTES"
2202059;"PI";"CABECEIRAS DO PIAUÍ"
2202075;"PI";"CAJAZEIRAS DO PIAUÍ"
2202083;"PI";"CAJUEIRO DA PRAIA"
2202091;"PI";"CALDEIRÃO GRANDE DO PIAUÍ"
2202109;"PI";"CAMPINAS DO PIAUÍ"
2202117;"PI";"CAMPO ALEGRE DO FIDALGO"
2202133;"PI";"CAMPO GRANDE DO PIAUÍ"
2202174;"PI";"CAMPO LARGO DO PIAUÍ"
2202208;"PI";"CAMPO MAIOR"
2202251;"PI";"CANAVIEIRA"
2202307;"PI";"CANTO DO BURITI"
2202406;"PI";"CAPITÃO DE CAMPOS"
2202455;"PI";"CAPITÃO GERVASIO OLIVEIRA"
2202505;"PI";"CARACOL"
2202539;"PI";"CARAÚBAS DO PIAUÍ"
2202554;"PI";"CARIDADE DO PIAUÍ"
2202604;"PI";"CASTELO DO PIAUÍ"
2202653;"PI";"CAXINGO"
2202703;"PI";"COCAL"
2202711;"PI";"COCAL DE TELHA"
2202729;"PI";"COCAL DO ALVES"
2202737;"PI";"COIVARAS"
2202752;"PI";"COLONIA DO GURGUEIA"
2202778;"PI";"COLONIA DO PIAUÍ"
2202802;"PI";"CONCEIÇÃO DO CANINDE"
2202851;"PI";"CORONEL JOSE DIAS"
2202901;"PI";"CORRENTE"
2203008;"PI";"CRISTALANDIA DO PIAUÍ"
2203107;"PI";"CRISTINO CASTRO"
2203206;"PI";"CURIMATA"
2203230;"PI";"CURRAIS"
2203255;"PI";"CURRALINHOS"
2203271;"PI";"CURRAL NOVO DO PIAUÍ"
2203305;"PI";"DEMERVAL LOBAO"
2203354;"PI";"DIRCEU ARCOVERDE"
2203404;"PI";"DOM EXPEDITO LOPES"
2203420;"PI";"DOMINGOS MOURAO"
2203453;"PI";"DOM INOCENCIO"
2203503;"PI";"ELESBÃO VELOSO"
2203602;"PI";"ELISEU MARTINS"
2203701;"PI";"ESPERANTINA"
2203750;"PI";"FARTURA DO PIAUÍ"
